image,class,is_valid
ISIC_0025155_4,0,False
ISIC_0025155_5,0,False
ISIC_0025188_0,0,False
ISIC_0025188_1,0,False
ISIC_0025188_2,0,False
ISIC_0025188_3,0,False
ISIC_0025188_4,0,False
ISIC_0025188_5,0,False
ISIC_0025195_0,0,False
ISIC_0025195_1,0,False
ISIC_0025195_2,0,False
ISIC_0025195_3,0,False
ISIC_0025195_4,0,False
ISIC_0025195_5,0,False
ISIC_0025219_0,0,False
ISIC_0025219_1,0,False
ISIC_0025219_2,0,False
ISIC_0025219_3,0,False
ISIC_0025219_4,0,False
ISIC_0025219_5,0,False
ISIC_0025234_0,0,False
ISIC_0025234_1,0,False
ISIC_0025234_2,0,False
ISIC_0025234_3,0,False
ISIC_0025234_4,0,False
ISIC_0025234_5,0,False
ISIC_0025238_0,0,False
ISIC_0025238_1,0,False
ISIC_0025238_2,0,False
ISIC_0025238_3,0,False
ISIC_0025238_4,0,False
ISIC_0025238_5,0,False
ISIC_0025265_0,0,False
ISIC_0025265_1,0,False
ISIC_0025265_2,0,False
ISIC_0025265_3,0,False
ISIC_0025265_4,0,False
ISIC_0025265_5,0,False
ISIC_0025268_0,0,False
ISIC_0025268_1,0,False
ISIC_0025268_2,0,False
ISIC_0025268_3,0,False
ISIC_0025268_4,0,False
ISIC_0025268_5,0,False
ISIC_0025277_0,0,False
ISIC_0025277_1,0,False
ISIC_0025277_2,0,False
ISIC_0025277_3,0,False
ISIC_0025277_4,0,False
ISIC_0025277_5,0,False
ISIC_0025303_0,0,False
ISIC_0025303_1,0,False
ISIC_0025303_2,0,False
ISIC_0025303_3,0,False
ISIC_0025303_4,0,False
ISIC_0025303_5,0,False
ISIC_0025313_0,0,False
ISIC_0025313_1,0,False
ISIC_0025313_2,0,False
ISIC_0025313_3,0,False
ISIC_0025313_4,0,False
ISIC_0025313_5,0,False
ISIC_0025316_0,0,False
ISIC_0025316_1,0,False
ISIC_0025316_2,0,False
ISIC_0025316_3,0,False
ISIC_0025316_4,0,False
ISIC_0025316_5,0,False
ISIC_0025317_0,0,False
ISIC_0025317_1,0,False
ISIC_0025317_2,0,False
ISIC_0025317_3,0,False
ISIC_0025317_4,0,False
ISIC_0025317_5,0,False
ISIC_0025363_0,0,False
ISIC_0025363_1,0,False
ISIC_0025363_2,0,False
ISIC_0025363_3,0,False
ISIC_0025363_4,0,False
ISIC_0025363_5,0,False
ISIC_0025391_0,0,False
ISIC_0025391_1,0,False
ISIC_0025391_2,0,False
ISIC_0025391_3,0,False
ISIC_0025391_4,0,False
ISIC_0025391_5,0,False
ISIC_0025394_0,0,False
ISIC_0025394_1,0,False
ISIC_0025394_2,0,False
ISIC_0025394_3,0,False
ISIC_0025394_4,0,False
ISIC_0025394_5,0,False
ISIC_0025409_0,0,False
ISIC_0025409_1,0,False
ISIC_0025409_2,0,False
ISIC_0025409_3,0,False
ISIC_0025409_4,0,False
ISIC_0025409_5,0,False
ISIC_0025413_0,0,False
ISIC_0025413_1,0,False
ISIC_0025413_2,0,False
ISIC_0025413_3,0,False
ISIC_0025413_4,0,False
ISIC_0025413_5,0,False
ISIC_0025414_0,0,False
ISIC_0025414_1,0,False
ISIC_0025414_2,0,False
ISIC_0025414_3,0,False
ISIC_0025414_4,0,False
ISIC_0025414_5,0,False
ISIC_0025439_0,0,False
ISIC_0025439_1,0,False
ISIC_0025439_2,0,False
ISIC_0025439_3,0,False
ISIC_0025439_4,0,False
ISIC_0025439_5,0,False
ISIC_0025450_0,0,False
ISIC_0025450_1,0,False
ISIC_0025450_2,0,False
ISIC_0025450_3,0,False
ISIC_0025450_4,0,False
ISIC_0025450_5,0,False
ISIC_0025451_0,0,False
ISIC_0025451_1,0,False
ISIC_0025451_2,0,False
ISIC_0025451_3,0,False
ISIC_0025451_4,0,False
ISIC_0025451_5,0,False
ISIC_0025472_0,0,False
ISIC_0025472_1,0,False
ISIC_0025472_2,0,False
ISIC_0025472_3,0,False
ISIC_0025472_4,0,False
ISIC_0025472_5,0,False
ISIC_0025489_0,0,False
ISIC_0025489_1,0,False
ISIC_0025489_2,0,False
ISIC_0025489_3,0,False
ISIC_0025489_4,0,False
ISIC_0025489_5,0,False
ISIC_0025500_0,0,False
ISIC_0025500_1,0,False
ISIC_0025500_2,0,False
ISIC_0025500_3,0,False
ISIC_0025500_4,0,False
ISIC_0025500_5,0,False
ISIC_0025520_0,0,False
ISIC_0025520_1,0,False
ISIC_0025520_2,0,False
ISIC_0025520_3,0,False
ISIC_0025520_4,0,False
ISIC_0025520_5,0,False
ISIC_0025524_0,0,False
ISIC_0025524_1,0,False
ISIC_0025524_2,0,False
ISIC_0025524_3,0,False
ISIC_0025524_4,0,False
ISIC_0025524_5,0,False
ISIC_0025531_0,0,False
ISIC_0025531_1,0,False
ISIC_0025531_2,0,False
ISIC_0025531_3,0,False
ISIC_0025531_4,0,False
ISIC_0025531_5,0,False
ISIC_0025543_0,0,False
ISIC_0025543_1,0,False
ISIC_0025543_2,0,False
ISIC_0025543_3,0,False
ISIC_0025543_4,0,False
ISIC_0025543_5,0,False
ISIC_0025550_0,0,False
ISIC_0025550_1,0,False
ISIC_0025550_2,0,False
ISIC_0025550_3,0,False
ISIC_0025550_4,0,False
ISIC_0025550_5,0,False
ISIC_0025573_0,0,False
ISIC_0025573_1,0,False
ISIC_0025573_2,0,False
ISIC_0025573_3,0,False
ISIC_0025573_4,0,False
ISIC_0025573_5,0,False
ISIC_0025589_0,0,False
ISIC_0025589_1,0,False
ISIC_0025589_2,0,False
ISIC_0025589_3,0,False
ISIC_0025589_4,0,False
ISIC_0025589_5,0,False
ISIC_0025592_0,0,False
ISIC_0025592_1,0,False
ISIC_0025592_2,0,False
ISIC_0025592_3,0,False
ISIC_0025592_4,0,False
ISIC_0025592_5,0,False
ISIC_0025603_0,0,False
ISIC_0025603_1,0,False
ISIC_0025603_2,0,False
ISIC_0025603_3,0,False
ISIC_0025603_4,0,False
ISIC_0025603_5,0,False
ISIC_0025611_0,0,False
ISIC_0025611_1,0,False
ISIC_0025611_2,0,False
ISIC_0025611_3,0,False
ISIC_0025611_4,0,False
ISIC_0025611_5,0,False
ISIC_0025616_0,0,False
ISIC_0025616_1,0,False
ISIC_0025616_2,0,False
ISIC_0025616_3,0,False
ISIC_0025616_4,0,False
ISIC_0025616_5,0,False
ISIC_0025651_0,0,False
ISIC_0025651_1,0,False
ISIC_0025651_2,0,False
ISIC_0025651_3,0,False
ISIC_0025651_4,0,False
ISIC_0025651_5,0,False
ISIC_0025663_0,0,False
ISIC_0025663_1,0,False
ISIC_0025663_2,0,False
ISIC_0025663_3,0,False
ISIC_0025663_4,0,False
ISIC_0025663_5,0,False
ISIC_0025674_0,0,False
ISIC_0025674_1,0,False
ISIC_0025674_2,0,False
ISIC_0025674_3,0,False
ISIC_0025674_4,0,False
ISIC_0025674_5,0,False
ISIC_0025708_0,0,False
ISIC_0025708_1,0,False
ISIC_0025708_2,0,False
ISIC_0025708_3,0,False
ISIC_0025708_4,0,False
ISIC_0025708_5,0,False
ISIC_0025709_0,0,False
ISIC_0025709_1,0,False
ISIC_0025709_2,0,False
ISIC_0025709_3,0,False
ISIC_0025709_4,0,False
ISIC_0025709_5,0,False
ISIC_0025724_0,0,False
ISIC_0025724_1,0,False
ISIC_0025724_2,0,False
ISIC_0025724_3,0,False
ISIC_0025724_4,0,False
ISIC_0025724_5,0,False
ISIC_0025732_0,0,False
ISIC_0025732_1,0,False
ISIC_0025732_2,0,False
ISIC_0025732_3,0,False
ISIC_0025732_4,0,False
ISIC_0025732_5,0,False
ISIC_0025744_0,0,False
ISIC_0025744_1,0,False
ISIC_0025744_2,0,False
ISIC_0025744_3,0,False
ISIC_0025744_4,0,False
ISIC_0025744_5,0,False
ISIC_0025748_0,0,False
ISIC_0025748_1,0,False
ISIC_0025748_2,0,False
ISIC_0025748_3,0,False
ISIC_0025748_4,0,False
ISIC_0025748_5,0,False
ISIC_0025751_0,0,False
ISIC_0025751_1,0,False
ISIC_0025751_2,0,False
ISIC_0025751_3,0,False
ISIC_0025751_4,0,False
ISIC_0025751_5,0,False
ISIC_0025755_0,0,False
ISIC_0025755_1,0,False
ISIC_0025755_2,0,False
ISIC_0025755_3,0,False
ISIC_0025755_4,0,False
ISIC_0025755_5,0,False
ISIC_0025766_0,0,False
ISIC_0025766_1,0,False
ISIC_0025766_2,0,False
ISIC_0025766_3,0,False
ISIC_0025766_4,0,False
ISIC_0025766_5,0,False
ISIC_0025783_0,0,False
ISIC_0025783_1,0,False
ISIC_0025783_2,0,False
ISIC_0025783_3,0,False
ISIC_0025783_4,0,False
ISIC_0025783_5,0,False
ISIC_0025791_0,0,False
ISIC_0025791_1,0,False
ISIC_0025791_2,0,False
ISIC_0025791_3,0,False
ISIC_0025791_4,0,False
ISIC_0025791_5,0,False
ISIC_0025800_0,0,False
ISIC_0025800_1,0,False
ISIC_0025800_2,0,False
ISIC_0025800_3,0,False
ISIC_0025800_4,0,False
ISIC_0025800_5,0,False
ISIC_0025814_0,0,False
ISIC_0025814_1,0,False
ISIC_0025814_2,0,False
ISIC_0025814_3,0,False
ISIC_0025814_4,0,False
ISIC_0025814_5,0,False
ISIC_0025832_0,0,False
ISIC_0025832_1,0,False
ISIC_0025832_2,0,False
ISIC_0025832_3,0,False
ISIC_0025832_4,0,False
ISIC_0025832_5,0,False
ISIC_0025835_0,0,False
ISIC_0025835_1,0,False
ISIC_0025835_2,0,False
ISIC_0025835_3,0,False
ISIC_0025835_4,0,False
ISIC_0025835_5,0,False
ISIC_0025891_0,0,False
ISIC_0025891_1,0,False
ISIC_0025891_2,0,False
ISIC_0025891_3,0,False
ISIC_0025891_4,0,False
ISIC_0025891_5,0,False
ISIC_0025904_0,0,False
ISIC_0025904_1,0,False
ISIC_0025904_2,0,False
ISIC_0025904_3,0,False
ISIC_0025904_4,0,False
ISIC_0025904_5,0,False
ISIC_0025927_0,0,False
ISIC_0025927_1,0,False
ISIC_0025927_2,0,False
ISIC_0025927_3,0,False
ISIC_0025927_4,0,False
ISIC_0025927_5,0,False
ISIC_0025955_0,0,False
ISIC_0025955_1,0,False
ISIC_0025955_2,0,False
ISIC_0025955_3,0,False
ISIC_0025955_4,0,False
ISIC_0025955_5,0,False
ISIC_0025963_0,0,False
ISIC_0025963_1,0,False
ISIC_0025963_2,0,False
ISIC_0025963_3,0,False
ISIC_0025963_4,0,False
ISIC_0025963_5,0,False
ISIC_0025964_0,0,False
ISIC_0025964_1,0,False
ISIC_0025964_2,0,False
ISIC_0025964_3,0,False
ISIC_0025964_4,0,False
ISIC_0025964_5,0,False
ISIC_0025996_0,0,False
ISIC_0025996_1,0,False
ISIC_0025996_2,0,False
ISIC_0025996_3,0,False
ISIC_0025996_4,0,False
ISIC_0025996_5,0,False
ISIC_0026009_0,0,False
ISIC_0026009_1,0,False
ISIC_0026009_2,0,False
ISIC_0026009_3,0,False
ISIC_0026009_4,0,False
ISIC_0026009_5,0,False
ISIC_0026045_0,0,False
ISIC_0026045_1,0,False
ISIC_0026045_2,0,False
ISIC_0026045_3,0,False
ISIC_0026045_4,0,False
ISIC_0026045_5,0,False
ISIC_0026081_0,0,False
ISIC_0026081_1,0,False
ISIC_0026081_2,0,False
ISIC_0026081_3,0,False
ISIC_0026081_4,0,False
ISIC_0026081_5,0,False
ISIC_0026086_0,0,False
ISIC_0026086_1,0,False
ISIC_0026086_2,0,False
ISIC_0026086_3,0,False
ISIC_0026086_4,0,False
ISIC_0026086_5,0,False
ISIC_0026089_0,0,False
ISIC_0026089_1,0,False
ISIC_0026089_2,0,False
ISIC_0026089_3,0,False
ISIC_0026089_4,0,False
ISIC_0026089_5,0,False
ISIC_0026094_0,0,False
ISIC_0026094_1,0,False
ISIC_0026094_2,0,False
ISIC_0026094_3,0,False
ISIC_0026094_4,0,False
ISIC_0026094_5,0,False
ISIC_0026113_0,0,False
ISIC_0026113_1,0,False
ISIC_0026113_2,0,False
ISIC_0026113_3,0,False
ISIC_0026113_4,0,False
ISIC_0026113_5,0,False
ISIC_0026115_0,0,False
ISIC_0026115_1,0,False
ISIC_0026115_2,0,False
ISIC_0026115_3,0,False
ISIC_0026115_4,0,False
ISIC_0026115_5,0,False
ISIC_0026120_0,0,False
ISIC_0026120_1,0,False
ISIC_0026120_2,0,False
ISIC_0026120_3,0,False
ISIC_0026120_4,0,False
ISIC_0026120_5,0,False
ISIC_0026131_0,0,False
ISIC_0026131_1,0,False
ISIC_0026131_2,0,False
ISIC_0026131_3,0,False
ISIC_0026131_4,0,False
ISIC_0026131_5,0,False
ISIC_0026150_0,0,False
ISIC_0026150_1,0,False
ISIC_0026150_2,0,False
ISIC_0026150_3,0,False
ISIC_0026150_4,0,False
ISIC_0026150_5,0,False
ISIC_0026158_0,0,False
ISIC_0026158_1,0,False
ISIC_0026158_2,0,False
ISIC_0026158_3,0,False
ISIC_0026158_4,0,False
ISIC_0026158_5,0,False
ISIC_0026167_0,0,False
ISIC_0026167_1,0,False
ISIC_0026167_2,0,False
ISIC_0026167_3,0,False
ISIC_0026167_4,0,False
ISIC_0026167_5,0,False
ISIC_0026188_0,0,False
ISIC_0026188_1,0,False
ISIC_0026188_2,0,False
ISIC_0026188_3,0,False
ISIC_0026188_4,0,False
ISIC_0026188_5,0,False
ISIC_0026207_0,0,False
ISIC_0026207_1,0,False
ISIC_0026207_2,0,False
ISIC_0026207_3,0,False
ISIC_0026207_4,0,False
ISIC_0026207_5,0,False
ISIC_0026229_0,0,False
ISIC_0026229_1,0,False
ISIC_0026229_2,0,False
ISIC_0026229_3,0,False
ISIC_0026229_4,0,False
ISIC_0026229_5,0,False
ISIC_0026236_0,0,False
ISIC_0026236_1,0,False
ISIC_0026236_2,0,False
ISIC_0026236_3,0,False
ISIC_0026236_4,0,False
ISIC_0026236_5,0,False
ISIC_0026239_0,0,False
ISIC_0026239_1,0,False
ISIC_0026239_2,0,False
ISIC_0026239_3,0,False
ISIC_0026239_4,0,False
ISIC_0026239_5,0,False
ISIC_0026258_0,0,False
ISIC_0026258_1,0,False
ISIC_0026258_2,0,False
